COD_MUN_IBGE,NOME_CANDIDATO,pct_voto
2919405,DILMA VANA ROUSSEFF,66.02748481943112
2919504,DILMA VANA ROUSSEFF,77.26979742173113
2919553,DILMA VANA ROUSSEFF,50.25195392842452
2919603,DILMA VANA ROUSSEFF,63.63960113960114
2919702,DILMA VANA ROUSSEFF,61.98424826613377
2919801,DILMA VANA ROUSSEFF,78.72128346307196
2919900,DILMA VANA ROUSSEFF,79.64276975776853
2919926,DILMA VANA ROUSSEFF,81.60586958768214
2919959,DILMA VANA ROUSSEFF,75.85910652920961
2920007,DILMA VANA ROUSSEFF,66.9002939181551
2920106,DILMA VANA ROUSSEFF,69.24776317242903
2920205,DILMA VANA ROUSSEFF,76.17356001014971
2920304,DILMA VANA ROUSSEFF,76.46809412762349
2920403,DILMA VANA ROUSSEFF,81.17801428779705
2920452,DILMA VANA ROUSSEFF,78.71928806345522
2920502,DILMA VANA ROUSSEFF,70.9457776301586
2920601,DILMA VANA ROUSSEFF,66.86574182929697
2920700,DILMA VANA ROUSSEFF,75.88038010061486
2920809,DILMA VANA ROUSSEFF,78.92095357590966
2920908,DILMA VANA ROUSSEFF,67.779632721202
2921005,DILMA VANA ROUSSEFF,76.84303024697068
2921054,DILMA VANA ROUSSEFF,87.43130650593866
2921104,DILMA VANA ROUSSEFF,69.95103513443863
2921203,DILMA VANA ROUSSEFF,78.70672762900065
2921302,DILMA VANA ROUSSEFF,83.97836741592023
2921401,DILMA VANA ROUSSEFF,66.49125302232969
2921450,DILMA VANA ROUSSEFF,70.20725388601036
2921500,DILMA VANA ROUSSEFF,84.07930899096976
2921609,DILMA VANA ROUSSEFF,69.54172070903589
2921708,DILMA VANA ROUSSEFF,72.22623661564738
2921807,DILMA VANA ROUSSEFF,72.96064853909813
2921906,DILMA VANA ROUSSEFF,63.30935251798561
2922003,DILMA VANA ROUSSEFF,68.25587606837607
2922052,DILMA VANA ROUSSEFF,78.99963885879379
2922102,DILMA VANA ROUSSEFF,79.3711967545639
2922201,DILMA VANA ROUSSEFF,77.10416666666666
2922250,DILMA VANA ROUSSEFF,81.58357771260997
2922300,DILMA VANA ROUSSEFF,75.3034228828583
2922409,DILMA VANA ROUSSEFF,55.16613169081287
2922508,DILMA VANA ROUSSEFF,80.86463004484304
2922607,DILMA VANA ROUSSEFF,64.0119648532436
2922656,DILMA VANA ROUSSEFF,86.90058479532163
2922706,DILMA VANA ROUSSEFF,76.7031118587048
2922730,DILMA VANA ROUSSEFF,65.74257425742574
2922755,DILMA VANA ROUSSEFF,64.29834905660378
2922805,DILMA VANA ROUSSEFF,72.9608938547486
2922854,DILMA VANA ROUSSEFF,83.19916904700078
2922904,DILMA VANA ROUSSEFF,85.08815290822211
2923001,DILMA VANA ROUSSEFF,63.91092129347163
2923035,DILMA VANA ROUSSEFF,80.29998170843241
2923050,DILMA VANA ROUSSEFF,59.78191148171905
2923100,DILMA VANA ROUSSEFF,84.29684962650211
2923209,DILMA VANA ROUSSEFF,80.25641025641026
2923308,DILMA VANA ROUSSEFF,66.89548272807795
2923357,DILMA VANA ROUSSEFF,61.03384938336395
2923407,DILMA VANA ROUSSEFF,81.36735243913395
2923506,DILMA VANA ROUSSEFF,80.90261282660333
2923605,DILMA VANA ROUSSEFF,82.04753555425677
2923704,DILMA VANA ROUSSEFF,74.30073464986184
2923803,DILMA VANA ROUSSEFF,71.23405951115835
2923902,DILMA VANA ROUSSEFF,66.73440357650884
